,Src IP,Src Port,Flow Byts/s,Flow Pkts/s,Flow Duration,Active Mean,Fwd IAT Mean,Tot Fwd Pkts,TotLen Fwd Pkts,Label
4530819 ,48448070580436992,   54597 ,218750.0            ,4464.285714285715    ,          448 ,       0.0            ,0.0,           1 ,           41.0 ,Benign
4606460 ,52674788665065472,   63402 ,838.8099672171517   ,13.851907715512597   ,       649730 ,       0.0            ,162417.25,           5 ,          373.0 ,Benign
1023079 ,48448060597993472,   61749 ,138728.32369942195  ,1926.7822736030828   ,         1038 ,       0.0            ,0.0,           1 ,           44.0 ,Benign
5032387 ,48448069741576192,     445 ,0.0                 ,71428.57142857143    ,           28 ,       0.0            ,28.0,           2 ,            0.0 ,Benign
6763493 ,2258396900229120,       0 ,0.0                 ,0.026634124265022464 ,    112637456 ,       0.0            ,56318728.0,           3 ,            0.0 ,Benign
3413681 ,48448066218360832,   54335 ,4021.8865453865224  ,93.53224524154703    ,        42766 ,       0.0            ,41462.0,           2 ,           70.0 ,Benign
  62691 ,54227956582580224,    1661 ,69.20456029620972   ,0.4684715799696737   ,     61903435 ,  355666.66666666657  ,4418023.857142857,          15 ,         1015.0 ,Benign
4824259 ,60863218288951296,     443 ,175115.2073732719   ,13824.884792626728   ,          217 ,       0.0            ,217.0,           2 ,           38.0 ,Benign
1944853 ,59774340060676096,   49222 ,1331.2569198086019  ,7.371300774134007    ,      2034919 ,       0.0            ,290702.7142857143,           8 ,         1128.0 ,Benign
7765328 ,48448069187928064,     445 ,0.0                 ,51282.05128205128    ,           39 ,       0.0            ,39.0,           2 ,            0.0 ,Benign
1046867 ,48448060698656768,   53887 ,14992.65066144047   ,195.98236158745712   ,        10205 ,       0.0            ,0.0,           1 ,           32.0 ,Benign
5983920 ,48448057628426240,   63021 ,453125.0            ,7812.5               ,          256 ,       0.0            ,0.0,           1 ,           50.0 ,Benign
 488687 ,29022246261489664,      80 ,0.0                 ,31250.0              ,           64 ,       0.0            ,0.0,           0 ,            0.0 ,Benign
2673591 ,48448057276104704,     123 ,5187.787084571737   ,108.07889759524453   ,        18505 ,       0.0            ,0.0,           1 ,           48.0 ,Benign
1843990 ,48879275364843520,   60613 ,1078.6881034022747  ,6.324298151130963    ,      2529925 ,       0.0            ,316240.625,           9 ,         1148.0 ,Benign
 910955 ,48448061923393536,   53656 ,127.82374040219736  ,0.32658083904496005  ,     61240580 ,       0.0            ,6124058.0,          11 ,         3272.0 ,Benign
2273618 ,57057845924855808,   62408 ,315.9403299973013   ,2.3154293147475364   ,      8637707 ,       0.0            ,959745.222222222,          10 ,         1148.0 ,Benign
7842001 ,1451186821529600,   33006 ,1949.0136104403755  ,10.884965866561204   ,      1653657 ,       0.0            ,183739.66666666663,          10 ,         1492.0 ,Benign
6193947 ,20966709955395584,      80 ,6682.883798016521   ,80.19460557619824    ,        37409 ,       0.0            ,37409.0,           2 ,          250.0 ,Benign
7441903 ,48448060212117504,   49246 ,0.0                 ,0.03637272954602287  ,     54986250 ,       0.0            ,54986250.0,           2 ,            0.0 ,Benign
 147133 ,10057108976304128,     443 ,0.0                 ,214285.7142857143    ,           14 ,       0.0            ,0.0,           1 ,            0.0 ,Benign
7743942 ,48448068986601472,     445 ,0.0                 ,76923.07692307692    ,           26 ,       0.0            ,26.0,           2 ,            0.0 ,Benign
 547251 ,48448057661980672,   50908 ,0.0                 ,22471.91011235955    ,           89 ,       0.0            ,89.0,           2 ,            0.0 ,Benign
1724562 ,48448069456363520,   56810 ,148780.48780487807  ,2439.0243902439024   ,          820 ,       0.0            ,0.0,           1 ,           33.0 ,Benign
1664126 ,48448069154373632,   50851 ,0.0                 ,22222.222222222223   ,           90 ,       0.0            ,90.0,           2 ,            0.0 ,Benign
5417955 ,45866047709904896,   53634 ,849.564773165583    ,5.914888490343011    ,      3212233 ,       0.0            ,292021.18181818194,          12 ,         1148.0 ,Benign
3804160 ,48448064993624064,   56666 ,496732.0261437908   ,6535.9477124183      ,          306 ,       0.0            ,0.0,           1 ,           44.0 ,Benign
2308907 ,48448056554684416,   53787 ,230.50079862702245  ,0.5526561687382249   ,    115804371 ,  104357.8181818182   ,4289050.777777778,          28 ,         1403.0 ,Benign
 385076 ,54227956683243520,   54688 ,11186.991869918702  ,260.1626016260163    ,        30750 ,       0.0            ,15301.0,           3 ,          105.0 ,Benign
 546391 ,48448057661980672,   50532 ,52821.36418001036   ,169.58531926667737   ,       112038 ,       0.0            ,12448.666666666664,          10 ,          556.0 ,Benign
 699632 ,2258396900229120,       0 ,0.0                 ,0.02663322362368711  ,    112641265 ,       0.0            ,56320632.5,           3 ,            0.0 ,Benign
3449574 ,48448066319024128,   50288 ,96654.27509293679   ,1858.7360594795541   ,         1076 ,       0.0            ,0.0,           1 ,           25.0 ,Benign
1075446 ,48448061134864384,   51592 ,95.96108277830439   ,0.386801211485462    ,    116338829 ,   61115.24999999999  ,5539944.238095238,          22 ,         1892.0 ,Benign
5943487 ,48448077358432256,   58600 ,426666.66666666674  ,3809.5238095238096   ,          525 ,       0.0            ,0.0,           1 ,           42.0 ,Benign
4290344 ,53708744462172160,   53733 ,0.0                 ,13.364695819523147   ,       299296 ,       0.0            ,149648.0,           3 ,            0.0 ,Benign
3470157 ,14729459261243392,     443 ,0.0                 ,222222.22222222222   ,            9 ,       0.0            ,0.0,           1 ,            0.0 ,Benign
2292678 ,48448056487575552,   51181 ,459893.04812834226  ,5347.593582887701    ,          374 ,       0.0            ,0.0,           1 ,           38.0 ,Benign
1930298 ,59072362435313664,    7240 ,0.0                 ,1.9941531429847688   ,      1002932 ,       0.0            ,1002932.0,           2 ,            0.0 ,Benign
3111415 ,48448061101309952,   64427 ,179083.09455587392  ,2865.3295128939826   ,          698 ,       0.0            ,0.0,           1 ,           31.0 ,Benign
6938502 ,48448070681100288,   63372 ,11225.296442687748  ,158.10276679841897   ,        12650 ,       0.0            ,0.0,           1 ,           43.0 ,Benign
5521058 ,48448073013133312,   57760 ,197790.0552486188   ,2209.9447513812156   ,          905 ,       0.0            ,0.0,           1 ,           47.0 ,Benign
2314379 ,48448056554684416,   57746 ,7506.477671086723   ,76.20789513793629    ,        26244 ,       0.0            ,0.0,           1 ,           42.0 ,Benign
6175090 ,48448056353357824,   51458 ,331896.5517241379   ,12931.034482758621   ,          232 ,       0.0            ,116.0,           3 ,           77.0 ,Benign
6632441 ,59774340060676096,   56510 ,1415.056179039679   ,7.949753814829657    ,      2138431 ,       0.0            ,267303.875,           9 ,         1597.0 ,Benign
6553613 ,48448066050588672,   61447 ,233870.9677419355   ,2688.172043010753    ,          744 ,       0.0            ,0.0,           1 ,           38.0 ,Benign
3640197 ,60863218154733568,     443 ,0.0                 ,41666.666666666664   ,           48 ,       0.0            ,0.0,           1 ,            0.0 ,Benign
5899012 ,48448077308100608,   57874 ,156006.24024960998  ,3120.1248049921996   ,          641 ,       0.0            ,0.0,           1 ,           42.0 ,Benign
2498084 ,55132034179268608,   49164 ,614.0682052549571   ,3.847828783388968    ,      4418076 ,       0.0            ,490897.33333333326,          10 ,         1132.0 ,Benign
6300024 ,48448061705289728,   50991 ,15214.655292966016  ,111.87246538945601   ,        35755 ,       0.0            ,35465.0,           2 ,           80.0 ,Benign
7448393 ,48448060212117504,    3389 ,0.0                 ,0.022610269208944232 ,     88455382 ,       0.0            ,88455382.0,           2 ,            0.0 ,Benign
3829277 ,48448065127841792,   65457 ,9070.672186739343   ,83.2171760251316     ,        48067 ,       0.0            ,47718.0,           2 ,          136.0 ,Benign
4282566 ,13834791786905600,   64084 ,425.53112069593004  ,8.39864054005125     ,      1071602 ,       0.0            ,267883.25,           5 ,          286.0 ,Benign
 604752 ,52271625923461120,   61927 ,0.0                 ,38.30280280759545    ,       104431 ,       0.0            ,52215.5,           3 ,            0.0 ,Benign
6008223 ,48448057645203456,   57627 ,261780.10471204188  ,5235.602094240838    ,          382 ,       0.0            ,0.0,           1 ,           42.0 ,Benign
1498693 ,6713947117846528,     443 ,500000.0            ,64516.12903225806    ,           62 ,       0.0            ,31.0,           3 ,           31.0 ,Benign
1722622 ,48448069456363520,   53125 ,72.55309582550093   ,0.4479610307085582   ,     60273100 ,   75926.66666666666  ,4200204.833333334,          13 ,          912.0 ,Benign
4877844 ,48448069489917952,   63368 ,12454.710144927536  ,150.96618357487924   ,        13248 ,       0.0            ,0.0,           1 ,           36.0 ,Benign
5826295 ,21753094878527488,   52971 ,1270.9760233863335  ,7.964095981410862    ,      2134580 ,       0.0            ,237175.5555555556,          10 ,         1132.0 ,Benign
 145184 ,54227956565803008,   52630 ,0.0                 ,432.52595155709344   ,         4624 ,       0.0            ,0.0,           1 ,            0.0 ,Benign
4604762 ,20289679395913728,      80 ,0.0                 ,105263.15789473684   ,           19 ,       0.0            ,0.0,           1 ,            0.0 ,Benign
  12154 ,54227956515471360,   49726 ,70.63915655285989   ,0.8781110621211865   ,     10249273 ,       0.0            ,3408849.333333333,           4 ,          568.0 ,Benign
6011994 ,48448057678757888,   50406 ,67.52556637607422   ,0.38601427202488586  ,    111394845 ,  348905.36363636365  ,4842256.521739131,          24 ,         4456.0 ,Benign
1298042 ,48448065010401280,   52745 ,754651.1627906977   ,8139.53488372093     ,          860 ,       0.0            ,235.0,           3 ,          161.0 ,Benign
 450804 ,54227956582580224,   51324 ,1254901.9607843135  ,26143.7908496732     ,          153 ,       0.0            ,0.0,           1 ,           40.0 ,Benign
4402657 ,58922598838304768,     443 ,20948.180815876516  ,1653.8037486218302   ,         1814 ,       0.0            ,1814.0,           2 ,           38.0 ,Benign
3780666 ,14730720773668864,      80 ,0.0                 ,99999.99999999999    ,           20 ,       0.0            ,0.0,           1 ,            0.0 ,Benign
 973093 ,48448060262449152,   61984 ,766917.2932330826   ,7518.796992481202    ,          266 ,       0.0            ,0.0,           1 ,           38.0 ,Benign
  39156 ,54227957287223296,   35895 ,29.883527139234744  ,0.3282005870783007   ,    115782852 ,   49356.49999999999  ,6091886.789473685,          20 ,         1559.0 ,Benign
7268382 ,48448056756011008,   50133 ,0.0                 ,37735.84905660377    ,           53 ,       0.0            ,53.0,           2 ,            0.0 ,Benign
3601127 ,59774348449284096,   63566 ,1161.6546302367512  ,6.729353397461267    ,      2377643 ,       0.0            ,339663.2857142857,           8 ,         1144.0 ,Benign
5514965 ,48448073013133312,   54280 ,254966.88741721853  ,9933.774834437085    ,          302 ,       0.0            ,151.0,           3 ,           77.0 ,Benign
 406669 ,54227957287223296,   50761 ,0.0                 ,0.11087971921706943  ,     63131473 , 7003980.0            ,12427087.6,           6 ,            0.0 ,Benign
5265753 ,48448073130573824,   62552 ,250712.2507122507   ,5698.005698005698    ,          351 ,       0.0            ,0.0,           1 ,           36.0 ,Benign
4785715 ,48448069255036928,   52206 ,242424.24242424246  ,5509.641873278237    ,          363 ,       0.0            ,0.0,           1 ,           36.0 ,Benign
5593016 ,42613912381685760,     443 ,202614.3790849673   ,26143.7908496732     ,          153 ,       0.0            ,76.5,           3 ,           31.0 ,Benign
2329188 ,48448055799709696,   53546 ,50.14511523831984   ,0.3338442291386947   ,    116820950 ,  317702.5            ,6490052.777777777,          19 ,         1237.0 ,Benign
1773559 ,6531490363998208,      80 ,0.0                 ,95238.09523809524    ,           21 ,       0.0            ,0.0,           1 ,            0.0 ,Benign
3647809 ,48448064741965824,   52200 ,21.94524814240395   ,0.14074985446758276  ,     85257637 ,   71043.66666666669  ,12179662.42857143,           8 ,          864.0 ,Benign
1422557 ,48448065379500032,   49242 ,362162.1621621622   ,5405.405405405406    ,          370 ,       0.0            ,0.0,           1 ,           59.0 ,Benign
 278593 ,54227956481916928,   61199 ,4335.628666156593   ,85.01232678738418    ,        23526 ,       0.0            ,0.0,           0 ,            0.0 ,Benign
6336844 ,48448060245671936,   56419 ,327683.6158192091   ,5649.717514124294    ,          354 ,       0.0            ,0.0,           1 ,           50.0 ,Benign
6763509 ,48448065832484864,   50597 ,477995.1100244499   ,8557.457212713936    ,          818 ,       0.0            ,226.0,           3 ,          148.0 ,Benign
5752584 ,48448077593313280,   52495 ,11108.36830412244   ,164.56841932033242   ,        12153 ,       0.0            ,0.0,           1 ,           36.0 ,Benign
1958435 ,48448057527762944,   53382 ,0.10502342699823164 ,0.22054919669628645  ,     95216851 ,   11323.555555555557 ,9521685.1,          11 ,           10.0 ,Benign
1807100 ,48448069993234432,   62558 ,10393.748577497914  ,151.73355587588196   ,        13181 ,       0.0            ,0.0,           1 ,           35.0 ,Benign
6777512 ,48448065866039296,   51695 ,699353.448275862    ,7543.103448275862    ,          928 ,       0.0            ,244.0,           3 ,          161.0 ,Benign
 281267 ,54227956716797952,   35760 ,170.39622463003673  ,0.39657102620701695  ,    115994354 ,   50732.58333333334  ,5270817.545454545,          23 ,        14475.0 ,Benign
 919581 ,48448061923393536,   65434 ,406666.66666666674  ,6666.666666666667    ,          300 ,       0.0            ,0.0,           1 ,           37.0 ,Benign
5781469 ,26492859540570112,     443 ,6860.444123487995   ,541.6140097490522    ,         5539 ,       0.0            ,5539.0,           2 ,           38.0 ,Benign
5371176 ,48448073264791552,   62673 ,78147.61215629523   ,1447.178002894356    ,         1382 ,       0.0            ,0.0,           1 ,           46.0 ,Benign
1063797 ,48448060967092224,   49826 ,231524.1761495833   ,380.72676509158595   ,        23639 ,       0.0            ,7873.0,           4 ,          315.0 ,Benign
6596885 ,14659917130498048,     443 ,0.0                 ,133333.33333333334   ,           15 ,       0.0            ,0.0,           1 ,            0.0 ,Benign
5034873 ,48448068718166016,   49863 ,190.25089102679493  ,0.7266767390983436   ,     28898682 ,  101240.66666666666  ,3210964.666666666,          10 ,         1628.0 ,Benign
1002798 ,51610334993055744,   55564 ,0.0                 ,15.686951201816548   ,       254989 ,       0.0            ,127494.5,           3 ,            0.0 ,Benign
3113628 ,48448061118087168,   50163 ,1060.1122361595799  ,1.261247053422224    ,    117344179 ,  191139.5            ,2173040.3518518517,          55 ,         1022.0 ,Benign
1034405 ,42895754125115392,   54963 ,1265.4254152510425  ,6.955434675253073    ,      2156587 ,       0.0            ,308083.85714285716,           8 ,         1148.0 ,Benign
1203507 ,48448066201583616,   52864 ,262798.63481228665  ,10238.907849829351   ,          293 ,       0.0            ,146.5,           3 ,           77.0 ,Benign
2761183 ,48448061906616320,   51768 ,11028.152613192684  ,136.99568463593397   ,        14599 ,       0.0            ,0.0,           1 ,           48.0 ,Benign
 279748 ,48652319042043904,     443 ,3065.257723642817   ,241.9940308139066    ,        12397 ,       0.0            ,0.0,           1 ,            0.0 ,Benign
3763151 ,29291359466684416,     443 ,0.0                 ,60606.0606060606     ,           33 ,       0.0            ,33.0,           2 ,            0.0 ,Benign
7488577 ,48448060430221312,   49611 ,0.0                 ,0.036505730605705465 ,     54785919 ,       0.0            ,54785919.0,           2 ,            0.0 ,Benign
7199906 ,48448055967481856,   49700 ,485714.2857142857   ,8695.652173913042    ,          805 ,       0.0            ,188.0,           3 ,          148.0 ,Benign
6148987 ,48448056286248960,     445 ,0.0                 ,58823.529411764706   ,           34 ,       0.0            ,34.0,           2 ,            0.0 ,Benign
5294695 ,30590655692537856,     443 ,0.0                 ,17543.859649122805   ,          114 ,       0.0            ,114.0,           2 ,            0.0 ,Benign
7426840 ,52874930366185472,   56295 ,1563.9168512758117  ,25.82614983758221    ,       348484 ,       0.0            ,87104.25,           5 ,          373.0 ,Benign
1188808 ,48448066017034240,   53414 ,500000.0            ,7936.507936507936    ,          252 ,       0.0            ,0.0,           1 ,           31.0 ,Benign
 626176 ,57489895978958848,   51894 ,2016.7279789414874  ,11.084983394694873   ,      1353182 ,       0.0            ,193311.71428571435,           8 ,         1148.0 ,Benign
 799475 ,48448056990892032,   50537 ,46.32062550344431   ,0.44491529298932636  ,     60685709 ,   26552.333333333336 ,4668131.461538462,          14 ,         1027.0 ,Benign
1854923 ,2258396900229120,       0 ,0.0                 ,0.026635064931582776 ,    112633478 ,       0.0            ,56316739.0,           3 ,            0.0 ,Benign
3044282 ,48448060782542848,   55186 ,775.9964521525955   ,2.6646922565946376   ,      5253890 ,   97218.0            ,750555.7142857143,           8 ,          367.0 ,Benign
5313095 ,48448073214459904,   53944 ,884.5113075026048   ,14.991717076315336   ,       266814 ,       0.0            ,266135.0,           2 ,           66.0 ,Benign
1347403 ,3524458216161280,     443 ,0.0                 ,24096.385542168675   ,           83 ,       0.0            ,83.0,           2 ,            0.0 ,Benign
5834658 ,10226443178999808,   56025 ,0.0                 ,11.468646154993019   ,       348777 ,       0.0            ,174388.5,           3 ,            0.0 ,Benign
4079006 ,59774346519904256,    1072 ,1396.8084081202496  ,7.688853622680273    ,      1950876 ,       0.0            ,278696.5714285714,           8 ,         1144.0 ,Benign
2496455 ,57489895978958848,   57528 ,2019.7654289281625  ,11.10167879586751    ,      1351147 ,       0.0            ,193021.0,           8 ,         1148.0 ,Benign
3361098 ,57489895978958848,   53281 ,2018.3478096229853  ,11.093886824604171   ,      1352096 ,       0.0            ,193156.57142857145,           8 ,         1148.0 ,Benign
 788185 ,48448056923783168,   65480 ,232558.13953488372  ,5167.958656330749    ,          387 ,       0.0            ,0.0,           1 ,           37.0 ,Benign
6618023 ,45866047709904896,   60166 ,815.9981686909297   ,5.920180183972888    ,      3040448 ,       0.0            ,304044.8,          11 ,         1052.0 ,Benign
6889052 ,48448070479773696,   50171 ,0.0                 ,23529.41176470588    ,           85 ,       0.0            ,85.0,           2 ,            0.0 ,Benign
 708224 ,56358234105053184,   53366 ,969.9807141247533   ,5.686951786733622    ,      2813458 ,       0.0            ,351682.25,           9 ,         1148.0 ,Benign
1513506 ,48448065815707648,   61878 ,301615.79892280075  ,1795.3321364452424   ,         1114 ,       0.0            ,0.0,           1 ,           45.0 ,Benign
1716662 ,48448069456363520,   50614 ,61550.75939248601   ,2398.0815347721823   ,         1251 ,       0.0            ,625.5,           3 ,           77.0 ,Benign
2146502 ,48448056001036288,   58569 ,173784.97790868927  ,2945.5081001472754   ,          679 ,       0.0            ,0.0,           1 ,           45.0 ,Benign
1813411 ,48448070060343296,   49720 ,60.58173612110289   ,1.4776033200268999   ,      5414173 ,       0.0            ,20680.666666666668,           4 ,           97.0 ,Benign
1508581 ,1588437333311488,   56946 ,1343.6900138386675  ,7.440144041188637    ,      2016090 ,       0.0            ,288012.85714285716,           8 ,         1128.0 ,Benign
1955863 ,48448057527762944,   49576 ,331288.3435582822   ,6134.9693251533745   ,          326 ,       0.0            ,0.0,           1 ,           46.0 ,Benign
4043755 ,48448065429831680,   51721 ,180.22915506907302  ,1.00686678809538     ,    115208885 ,       0.0            ,3388496.6176470583,          35 ,         6475.0 ,Benign
7576286 ,48448060950315008,   50276 ,0.0                 ,37735.84905660377    ,           53 ,       0.0            ,53.0,           2 ,            0.0 ,Benign
6957822 ,20419197439836160,   51248 ,1781.0941273428457  ,10.050510996694817   ,      1392964 ,       0.0            ,232160.66666666663,           7 ,         1052.0 ,Benign
7482260 ,35368056649678848,   65415 ,0.0                 ,15.181590802992291   ,       263477 ,       0.0            ,131738.5,           3 ,            0.0 ,Benign
 803286 ,48448056990892032,   52169 ,91526.73978452878   ,242.6477724934485    ,        61818 ,       0.0            ,9876.0,           6 ,         1303.0 ,Benign
1828729 ,48448070060343296,   54721 ,5911.468718478031   ,93.8328368012386     ,        42629 ,       0.0            ,42154.0,           2 ,           62.0 ,Benign
4532611 ,42591041026523136,   62013 ,495.9745909799869   ,3.4531026854597844   ,      5502298 ,       0.0            ,500208.909090909,          12 ,         1148.0 ,Benign
 375257 ,54043526274482176,     443 ,0.0                 ,62500.0              ,           32 ,       0.0            ,0.0,           0 ,            0.0 ,Benign
7237408 ,48448056386912256,   49829 ,58.31415376680188   ,1.417973343873602    ,      5641855 ,       0.0            ,5086.333333333333,           4 ,           97.0 ,Benign
 358575 ,54227956565803008,   60803 ,2336.351120196921   ,41.720555717802156   ,        95876 ,       0.0            ,0.0,           1 ,           33.0 ,Benign
2417308 ,48448056873451520,   57933 ,788844.6215139444   ,7968.127490039841    ,          251 ,       0.0            ,0.0,           1 ,           51.0 ,Benign
 588792 ,48448057779421184,   50720 ,147509.5785440613   ,5747.126436781609    ,          522 ,       0.0            ,261.0,           3 ,           77.0 ,Benign
 358117 ,54227956851015680,   55573 ,6133.787687976887   ,59.26364915919698    ,        67495 ,       0.0            ,0.0,           1 ,           49.0 ,Benign
5779966 ,48448077643644928,   51158 ,66.79870250664285   ,0.2644310787518744   ,    117232816 ,  188284.0            ,7327051.0,          17 ,         1822.0 ,Benign
