        ,Flow Byts/s             ,Flow Pkts/s               ,Pkt Len Mean        ,Fwd IAT Mean          ,SYN Flag Cnt ,Active Mean          ,Label
 609164 ,      0.0               ,     76.66360012266176    ,  0.0               ,       0.0            ,           0 ,      0.0            ,ddos
1244036 ,      0.0               ,     40.88363155671241    ,  0.0               ,   31021.0            ,           0 ,      0.0            ,ddos
 690228 ,      0.0               ,    993.5419771485347     ,  0.0               ,       0.0            ,           0 ,      0.0            ,ddos
3119632 ,    281.48944713540794  ,      1.8398003080745613  ,136.0               ,   24381.0            ,           0 ,      0.0            ,ddos
 184392 ,  94065.90014661623     ,    540.1651361987807     ,152.375             ,   12298.0            ,           1 ,      0.0            ,ddos
2321832 ,    302.1587218352978   ,      1.9033620273089624  ,141.11111111111111  ,   21075.333333333336 ,           0 ,      0.0            ,ddos
 929452 ,      0.0               ,   1697.792869269949      ,  0.0               ,       0.0            ,           0 ,      0.0            ,ddos
 975574 ,      0.0               ,     70.17297638679345    ,  0.0               ,       0.0            ,           0 ,      0.0            ,ddos
   6224 ,      0.0               ,  13245.033112582782      ,  0.0               ,       0.0            ,           0 ,      0.0            ,ddos
1348006 , 840277.777777778       ,   4861.11111111111       ,151.25              ,     478.0            ,           1 ,      0.0            ,ddos
1147340 ,      0.0               ,    888.8888888888887     ,  0.0               ,       0.0            ,           0 ,      0.0            ,ddos
2574872 ,    302.361147070373    ,      1.8200821494078128  ,147.66666666666666  ,   24876.666666666664 ,           0 ,      0.0            ,ddos
2618427 ,    290.45548351224016  ,      1.8096914860575712  ,142.66666666666666  ,   18845.666666666664 ,           0 ,      0.0            ,ddos
 932984 ,      0.0               ,    644.5375443119563     ,  0.0               ,       0.0            ,           0 ,      0.0            ,ddos
1977495 ,  12497.124092781996    ,     73.20491100374393    ,149.375             ,   31872.0            ,           1 ,      0.0            ,ddos
 360392 ,      0.0               ,    203.12817387771682    ,  0.0               ,       0.0            ,           0 ,      0.0            ,ddos
1415982 , 942350.332594235       ,   5173.688100517369      ,159.375             ,     449.0            ,           1 ,      0.0            ,ddos
  16661 ,      0.0               ,      1.1392454094106228  ,  0.0               ,       0.0            ,           0 ,      0.0            ,ddos
2615350 ,    285.6795310505016   ,      1.7757857407956583  ,143.0               ,   31924.333333333336 ,           0 ,      0.0            ,ddos
1135121 ,      0.0               ,   1038.4215991692627     ,  0.0               ,       0.0            ,           0 ,      0.0            ,ddos
 109668 ,    698.1080138         ,      4.966215545         ,123.0               ,     171.0            ,           0 ,      0.0            ,ddos
 257075 ,      0.0               ,    187.5644752883804     ,  0.0               ,       0.0            ,           0 ,      0.0            ,ddos
 129089 ,      0.0               ,     65.75486586007365    ,  0.0               ,       0.0            ,           0 ,      0.0            ,ddos
1565297 , 598019.801980198       ,   3465.346534653465      ,151.0               ,     672.0            ,           1 ,      0.0            ,ddos
 646869 ,      0.0               ,   1191.8951132300358     ,  0.0               ,       0.0            ,           0 ,      0.0            ,ddos
2015133 ,    299.6083991627844   ,      1.8754829368562405  ,142.0               ,   24893.0            ,           0 ,      0.0            ,ddos
3615051 ,    277.21980144018846  ,      1.8059921917927588  ,136.44444444444446  ,   26797.333333333336 ,           0 ,      0.0            ,ddos
1463328 ,      0.0               ,   2219.7558268590456     ,  0.0               ,       0.0            ,           0 ,      0.0            ,ddos
2209611 ,    296.4941930912791   ,      1.8051396839651697  ,146.0               ,   22008.333333333336 ,           0 ,      0.0            ,ddos
 285876 , 866714.6974063402      ,   5043.227665706052      ,150.375             ,     767.0            ,           1 ,      0.0            ,ddos
1523569 ,      0.0               ,     47.1364600518501     ,  0.0               ,       0.0            ,           0 ,      0.0            ,ddos
3027950 ,    299.6313352735602   ,      1.8538675036260488  ,143.66666666666666  ,   18195.333333333336 ,           0 ,      0.0            ,ddos
 389395 ,      0.0               ,    241.02193299590263    ,  0.0               ,       0.0            ,           0 ,      0.0            ,ddos
2313019 ,    306.23132317527745  ,      1.844767007079985   ,147.55555555555554  ,   28823.0            ,           0 ,      0.0            ,ddos
  64960 , 246453.90070921983     ,   1379.0386130811664     ,156.375             ,    4489.0            ,           1 ,      0.0            ,ddos
 350452 ,      0.0               ,   1167.5423234092234     ,  0.0               ,       0.0            ,           0 ,      0.0            ,ddos
1075780 ,      0.0               ,   1101.3215859030838     ,  0.0               ,       0.0            ,           0 ,      0.0            ,ddos
1036583 ,      0.0               ,     45.943214187264545   ,  0.0               ,   25134.0            ,           0 ,      0.0            ,ddos
 746094 ,      0.0               ,   1571.0919088766693     ,  0.0               ,       0.0            ,           0 ,      0.0            ,ddos
 183086 ,  65251.49011816376     ,    365.9939349576493     ,156.0               ,   18167.0            ,           1 ,      0.0            ,ddos
 235743 ,    804.6400912         ,      5.724065689         ,123.0               ,     167.5            ,           0 ,      0.0            ,ddos
2788501 ,    288.06762091441084  ,      1.7538363525991525  ,146.0               ,   25612.333333333336 ,           0 ,      0.0            ,ddos
 860929 ,      0.0               ,    123.15270935960592    ,  0.0               ,       0.0            ,           0 ,      0.0            ,ddos
 370105 ,      0.0               ,   1795.3321364452427     ,  0.0               ,       0.0            ,           0 ,      0.0            ,ddos
 397884 ,      0.0               ,    271.0394362379726     ,  0.0               ,       0.0            ,           0 ,      0.0            ,ddos
1064103 ,      0.0               ,    461.5739672282483     ,  0.0               ,       0.0            ,           0 ,      0.0            ,ddos
 239875 ,      0.0               ,   2758.6206896551726     ,  0.0               ,       0.0            ,           0 ,      0.0            ,ddos
 304405 ,      0.0               ,    566.7327854916408     ,  0.0               ,       0.0            ,           0 ,      0.0            ,ddos
