        ,Src IP          ,Src Port ,Flow Byts/s        ,Flow Pkts/s         ,Flow Duration ,Tot Fwd Pkts ,TotLen Fwd Pkts ,Num Src IP ,Label
6907918 ,172.31.67.118   ,   56903 ,4730.498066863771  ,90.97111667045712   ,        43970 ,           2 ,           88.0 ,2887730038 ,Benign
 268304 ,192.168.10.8    ,   56085 ,128.99615307235032 ,0.3220242948856466  ,    118003519 ,          17 ,         1000.0 ,3232238088 ,Benign
7738772 ,139.60.161.214  ,   54235 ,299.6900135349444  ,1.8215323919270452  ,     10430778 ,          10 ,         1484.0 ,2336006614 ,Benign
3443753 ,172.31.66.119   ,   53903 ,20569.499396587278 ,61.105085470738295  ,       130922 ,           3 ,          427.0 ,2887729783 ,Benign
3065167 ,172.31.65.59    ,   53974 ,4476.1567098032265 ,44.31838326537848   ,        90256 ,           2 ,          120.0 ,2887729467 ,Benign
6806841 ,172.31.66.99    ,   58697 ,6683.821809310563  ,66.83821809310564   ,        59846 ,           2 ,           72.0 ,2887729763 ,Benign
6022530 ,172.31.64.116   ,   49533 ,189461.88340807174 ,2242.152466367713   ,          892 ,           1 ,           44.0 ,2887729268 ,Benign
2642121 ,172.31.64.87    ,   53485 ,2886.1869131978037 ,12.824330890535785  ,      1403582 ,          10 ,          509.0 ,2887729239 ,Benign
3914160 ,172.31.66.56    ,   53115 ,148.78895509545802 ,0.7775194803088068  ,     28295111 ,          10 ,          324.0 ,2887729720 ,Benign
2366627 ,172.31.64.58    ,   52667 ,795.3210964381435  ,2.5696965959229194  ,      5448114 ,           8 ,          381.0 ,2887729210 ,Benign
2030426 ,46.191.255.35   ,   62122 ,1364.346355892739  ,7.543381989823475   ,      1988498 ,           8 ,         1132.0 , 784334627 ,Benign
4163325 ,172.31.66.77    ,   51271 ,35.87393138032707  ,0.2122717833155448  ,    117773543 ,          13 ,          591.0 ,2887729741 ,Benign
6768566 ,172.31.66.90    ,   53658 ,3086.613186262221  ,31.3361744798195    ,       127648 ,           2 ,           84.0 ,2887729754 ,Benign
5575473 ,172.31.69.10    ,   54565 ,2785.6066068034347 ,32.771842432981586  ,       122056 ,           2 ,           70.0 ,2887730442 ,Benign
1591070 ,145.239.183.169 ,   53725 ,483.49234189942155 ,3.366198056463543   ,      5644350 ,          12 ,         1148.0 ,2448406441 ,Benign
6122274 ,172.31.64.31    ,   51685 ,12528.51083992586  ,34.84013025563365   ,       430538 ,           8 ,          345.0 ,2887729183 ,Benign
 126283 ,192.168.10.25   ,   61293 ,102499.24217876219 ,250.8649614817757   ,        95669 ,          13 ,          847.0 ,3232238105 ,Benign
2834602 ,172.31.65.122   ,   55417 ,8927.903438988504  ,99.75311105015086   ,        40099 ,           2 ,           80.0 ,2887729530 ,Benign
7201702 ,172.31.64.14    ,   50544 ,3.3472364463266078 ,0.11883679691100384 ,     50489412 ,           5 ,          123.0 ,2887729166 ,Benign
7277351 ,172.31.64.74    ,   50365 ,3.2392565074459005 ,0.11500318961346392 ,     52172466 ,           5 ,          123.0 ,2887729226 ,Benign
6058954 ,172.31.64.18    ,   50159 ,39.41203501802912  ,0.24792820293337195 ,    116969347 ,          15 ,          963.0 ,2887729170 ,Benign
4596098 ,172.31.67.12    ,   51504 ,32.09994141908871  ,0.19475036999183337 ,    118099904 ,          12 ,          601.0 ,2887729932 ,Benign
4784523 ,36.74.208.38    ,   54797 ,397.86895801958985 ,8.725196447798021   ,      1146106 ,           5 ,          286.0 , 608882726 ,Benign
3083679 ,172.31.65.5     ,   53595 ,131728.94236858768 ,1266.624445851805   ,         1579 ,           1 ,           45.0 ,2887729413 ,Benign
2507102 ,172.31.64.77    ,   51615 ,290.5887192386615  ,1.2910640294267257  ,     10069214 ,           6 ,         1342.0 ,2887729229 ,Benign
6889466 ,172.31.67.111   ,   50370 ,132.70737600684663 ,0.5197725248621374  ,     42326208 ,           9 ,          533.0 ,2887730031 ,Benign
 925661 ,172.31.65.123   ,   50752 ,86.69725846108875  ,0.6983668690766642  ,     10023385 ,           4 ,          280.0 ,2887729531 ,Benign
5515691 ,172.31.68.6     ,   54526 ,27.344452422471154 ,0.26715349041809194 ,    116038162 ,          16 ,          363.0 ,2887730182 ,Benign
1639755 ,172.31.67.28    ,   49767 ,326271.18644067796 ,12711.864406779661  ,          236 ,           3 ,           77.0 ,2887729948 ,Benign
2309785 ,172.31.64.49    ,   57763 ,118247.29891956782 ,1200.4801920768307  ,         1666 ,           1 ,           42.0 ,2887729201 ,Benign
2747452 ,172.31.65.109   ,   58807 ,289017.34104046243 ,5780.346820809248   ,          346 ,           1 ,           42.0 ,2887729517 ,Benign
4646809 ,172.31.67.17    ,   52320 ,9052.1675238795    ,117.56061719324026  ,        34025 ,           2 ,           60.0 ,2887729937 ,Benign
6121197 ,195.69.197.154  ,   13073 ,410.9906567239117  ,2.8206867841366567  ,      6026901 ,          10 ,         1048.0 ,3276129690 ,Benign
6611986 ,172.31.66.118   ,   60754 ,177777.77777777778 ,3418.8034188034185  ,          585 ,           1 ,           44.0 ,2887729782 ,Benign
4926573 ,172.31.67.58    ,   59919 ,103626.94300518137 ,1727.1157167530225  ,         1158 ,           1 ,           31.0 ,2887729978 ,Benign
1666361 ,172.31.67.32    ,   51666 ,79.48876114512302  ,0.290768216351616   ,    110053294 ,          16 ,         4548.0 ,2887729952 ,Benign
4679726 ,172.31.67.20    ,   63425 ,237400.53050397878 ,2652.5198938992044  ,          754 ,           1 ,           40.0 ,2887729940 ,Benign
4461689 ,172.31.67.112   ,   54177 ,335.0061079396448  ,1.037918932161704   ,     70333046 ,          31 ,         2771.0 ,2887730032 ,Benign
3645505 ,172.31.66.25    ,   60680 ,233090.53069719038 ,2081.1654526534858  ,          961 ,           1 ,           42.0 ,2887729689 ,Benign
1560603 ,211.170.54.2    ,   56658 ,1292.8912772714073 ,7.106401304166767   ,      2110773 ,           8 ,         1148.0 ,3551147522 ,Benign
5356657 ,172.31.68.20    ,   61323 ,304029.304029304   ,3663.0036630036625  ,          546 ,           1 ,           35.0 ,2887730196 ,Benign
4411096 ,172.31.66.97    ,   59562 ,229927.00729927013 ,3649.6350364963505  ,          548 ,           1 ,           31.0 ,2887729761 ,Benign
1722383 ,172.31.67.50    ,   57229 ,66824.36428149024  ,1182.7321111768185  ,         1691 ,           1 ,           34.0 ,2887729970 ,Benign
 605017 ,172.31.64.125   ,   51602 ,39.36260119137243  ,0.3631874450873554  ,    115642764 ,          21 ,         1123.0 ,2887729277 ,Benign
3658163 ,172.31.66.26    ,   64704 ,76499.38800489595  ,1223.9902080783354  ,         1634 ,           1 ,           34.0 ,2887729690 ,Benign
2631881 ,204.62.193.124  ,   64309 ,2022.100094325153  ,11.114511328280429  ,      1349587 ,           8 ,         1148.0 ,3426664828 ,Benign
6532383 ,145.239.183.169 ,   53546 ,431.45117323938445 ,3.3041403835341816  ,      5750361 ,          12 ,         1052.0 ,2448406441 ,Benign
4147847 ,172.31.66.75    ,   55331 ,128133.70473537604 ,2785.515320334262   ,          718 ,           1 ,           32.0 ,2887729739 ,Benign
6064235 ,173.167.113.37  ,   63048 ,926.4127327420623  ,6.347850244504256   ,      2678072 ,          10 ,         1052.0 ,2913431845 ,Benign
6277797 ,172.31.64.94    ,   63957 ,305986.6962305987  ,4434.589800443458   ,          451 ,           1 ,           61.0 ,2887729246 ,Benign
1858052 ,172.31.64.100   ,   54304 ,518771.33105802047 ,6825.938566552901   ,          293 ,           1 ,           44.0 ,2887729252 ,Benign
6124419 ,95.215.62.114   ,   58614 ,827.3110853339488  ,6.679944169026635   ,      2994037 ,          12 ,         1048.0 ,1607941746 ,Benign
1445381 ,172.31.66.76    ,   51173 ,851706.0367454068  ,9186.351706036745   ,          762 ,           3 ,          161.0 ,2887729740 ,Benign
4886896 ,64.90.206.119   ,     443 ,946428.5714285715  ,53571.42857142857   ,           56 ,           2 ,           53.0 ,1079692919 ,Benign
4531449 ,145.239.183.169 ,   56384 ,650.0578358528928  ,4.525869872189435   ,      4198088 ,          12 ,         1148.0 ,2448406441 ,Benign
 422304 ,192.168.10.8    ,   65072 ,1138339.9209486165 ,15810.276679841896  ,          253 ,           1 ,           42.0 ,3232238088 ,Benign
3792420 ,172.31.66.40    ,   55665 ,41.6949260096702   ,0.3278988386522077  ,    115889401 ,          20 ,          800.0 ,2887729704 ,Benign
 830760 ,172.31.64.76    ,   61863 ,402930.4029304029  ,7326.007326007325   ,          273 ,           1 ,           47.0 ,2887729228 ,Benign
3723172 ,23.196.127.61   ,     443 ,11955.264172772851 ,1542.6147319706904  ,         2593 ,           3 ,           31.0 , 398753597 ,Benign
2719165 ,172.31.65.107   ,   55258 ,53.71319376848035  ,0.22206122403887568 ,    117084827 ,          13 ,          591.0 ,2887729515 ,Benign
6855374 ,77.222.126.60   ,   12491 ,1139.510319824149  ,14.27361569717097   ,       840712 ,           7 ,          364.0 ,1306426940 ,Benign
3975936 ,172.31.66.60    ,   57068 ,114475.62776957164 ,1477.1048744460857  ,         1354 ,           1 ,           42.0 ,2887729724 ,Benign
 515955 ,192.168.10.12   ,   45376 ,2197309.4170403588 ,17937.219730941702  ,          223 ,           1 ,           34.0 ,3232238092 ,Benign
3949825 ,64.90.206.119   ,     443 ,226495.7264957265  ,17094.017094017094  ,          234 ,           1 ,           53.0 ,1079692919 ,Benign
3734436 ,172.31.66.35    ,   55385 ,100436.68122270743 ,6550.218340611354   ,          458 ,           3 ,           46.0 ,2887729699 ,Benign
 793153 ,94.56.10.122    ,   25139 ,860.6096231860657  ,5.045714170383676   ,      3171008 ,           9 ,         1148.0 ,1580731002 ,Benign
2977283 ,172.31.65.39    ,   52133 ,62.295325501318786 ,0.23120743690984868 ,     99477769 ,          12 ,          545.0 ,2887729447 ,Benign
3980017 ,212.92.116.6    ,   62433 ,1741.4877337682415 ,6.290545045930911   ,      3020406 ,           9 ,         1333.0 ,3562828806 ,Benign
1044758 ,172.31.65.40    ,   50424 ,79388.20101966496  ,1456.6642388929351  ,         1373 ,           1 ,           31.0 ,2887729448 ,Benign
4535294 ,212.92.114.68   ,   50078 ,175.03857019116597 ,0.9050172841846419  ,     24308928 ,           9 ,         1171.0 ,3562828356 ,Benign
2369118 ,172.31.64.58    ,   57326 ,12672.67952962667  ,114.16828405069073  ,        17518 ,           1 ,           55.0 ,2887729210 ,Benign
3695378 ,172.31.66.29    ,   50495 ,5704.669271798967  ,114.09338543597934  ,        35059 ,           2 ,           84.0 ,2887729693 ,Benign
 564997 ,5.141.216.241   ,   18279 ,950.630736900656   ,16.782888167224698  ,       834183 ,           9 ,          455.0 ,  93182193 ,Benign
6286435 ,49.205.214.90   ,   57049 ,35.060302155679416 ,0.49527564383487654 ,     38362476 ,          14 ,         1029.0 , 835573338 ,Benign
6668085 ,172.31.66.24    ,   49362 ,803217.8217821782  ,8663.366336633664   ,          808 ,           3 ,          161.0 ,2887729688 ,Benign
