,Src IP,Src Port,Flow Byts/s,Flow Pkts/s,Flow Duration,Tot Fwd Pkts,TotLen Fwd Pkts,Num Src IP,Label
3514257,172.31.66.12,52404,0.1131957133055041,0.249030569272109,44171284,6,5.0,2887729676,Benign
3224572,172.31.65.85,62934,13764.906303236798,136.2862010221465,14675,1,37.0,2887729493,Benign
2855355,172.31.65.18,55069,390041.4937759336,8298.755186721992,241,1,31.0,2887729426,Benign
5779811,172.31.69.26,51004,118461.53846153847,4615.384615384615,650,3,77.0,2887730458,Benign
2272247,172.31.64.44,60230,324675.32467532466,6493.506493506494,308,1,42.0,2887729196,Benign
126109,192.168.10.3,60557,5952.873088052915,82.67879288962381,24190,0,0.0,3232238083,Benign
4015371,37.46.246.28,59595,1397.794590756806,7.739726416150642,1938053,8,1128.0,623834652,Benign
2883646,172.31.65.30,49672,1165.5419187151067,17.4831287807266,171594,2,74.0,2887729438,Benign
1790851,103.70.130.74,49280,1035.4284737692353,6.490019161781575,3697986,12,2211.0,1732674122,Benign
5842505,172.31.69.30,64108,231139.646869984,3210.2728731942216,623,1,44.0,2887730462,Benign
2944135,200.57.131.236,59237,1278.089039110274,7.493376557627109,2135219,9,1148.0,3359212524,Benign
4566365,162.242.237.105,54235,983.1346829669844,6.484582005645189,2775815,11,1148.0,2733829481,Benign
593223,103.46.12.151,62682,1051.9527426902005,5.782078101998171,2594223,8,1148.0,1731071127,Benign
3941657,172.31.66.57,51475,225.51328200718712,1.0151723305789773,13790762,8,1873.0,2887729721,Benign
4384546,172.31.66.95,55596,26.84389576327109,0.30210172080851705,115855017,19,1905.0,2887729759,Benign
5292240,172.31.68.15,56633,89733.84030418251,1520.912547528517,1315,1,31.0,2887730191,Benign
2837598,172.31.65.122,58581,48951.048951048964,999.0009990009991,2002,1,34.0,2887729530,Benign
3974427,172.31.66.60,55262,389705.88235294115,7352.941176470588,272,1,45.0,2887729724,Benign
28136,192.168.10.51,36537,1900.394496248426,8.576893277716945,2448439,9,703.0,3232238131,Benign
4726372,172.31.67.29,52275,860465.1162790698,7751.937984496125,258,1,47.0,2887729949,Benign
3513318,172.31.66.12,51063,41.618545134962325,0.27307636750436626,117183337,17,1197.0,2887729676,Benign
4817899,104.238.118.162,61611,846.5622252705494,5.27356461326469,3223626,9,1148.0,1760458402,Benign
3276777,172.31.65.93,54116,290909.0909090909,6060.606060606061,330,1,40.0,2887729501,Benign
5369875,172.31.68.21,52027,167092.9241261722,1705.0298380221654,1173,1,65.0,2887730197,Benign
1638938,172.31.67.28,49476,0.11119252875160812,0.24462356325353787,44967050,6,5.0,2887729948,Benign
6376595,172.31.65.25,51792,638151.4257620453,6882.9891838741405,1017,3,161.0,2887729433,Benign
1647129,172.31.67.28,53153,600370.0277520814,6475.485661424607,1081,3,161.0,2887729948,Benign
3085463,172.31.65.5,61228,181196.58119658122,3418.8034188034185,585,1,39.0,2887729413,Benign
2986698,172.31.65.41,53559,66.91468227601327,0.25637809301154507,117014678,16,1822.0,2887729449,Benign
506309,104.88.82.90,443,616666.6666666665,50000.0,60,1,0.0,1750618714,Benign
4757510,145.239.183.169,54262,1643.480879253237,10.237880156579344,1660500,10,1148.0,2448406441,Benign
1495850,172.31.66.85,59410,291262.13592233014,6472.491909385114,309,1,37.0,2887729749,Benign
2912364,212.92.116.6,56385,630.771503717053,3.702797204091887,5401322,10,1789.0,3562828806,Benign
4418683,172.31.66.98,50882,717.133080167911,2.475311420697918,5655854,8,354.0,2887729762,Benign
6620561,172.31.66.121,49978,745.9263323497521,2.918468964314335,5824972,9,815.0,2887729785,Benign
766172,172.31.64.67,50645,55780.9592722762,206.7397146991937,77392,9,517.0,2887729219,Benign
4647282,78.85.48.18,17971,1075.4894957236959,17.760376993602318,506746,5,373.0,1314205714,Benign
6023422,172.31.64.116,56742,93439.36381709742,1988.0715705765408,1006,1,39.0,2887729268,Benign
4306331,172.31.66.87,51892,0.10891293051069137,0.21782586102138274,110179755,12,12.0,2887729751,Benign
6660678,172.31.66.19,59350,2191.3170511133394,23.188540223421583,172499,2,88.0,2887729683,Benign
1467514,172.31.66.82,51924,9.993934957856288,0.26048483817175383,115169851,16,445.0,2887729746,Benign
6699270,23.36.33.163,443,303921.56862745096,29411.764705882353,102,3,31.0,388243875,Benign
139906,192.168.10.51,60376,184.35604713634083,0.4062228886736061,115700029,23,570.0,3232238131,Benign
5691076,172.31.69.17,57085,7856.515221998244,103.37520028945056,19347,1,30.0,2887730449,Benign
294424,192.168.10.5,51582,25708.31464534168,66.79962973919517,104791,2,427.0,3232238085,Benign
3177370,172.31.65.75,55894,7512.787723785166,159.846547314578,12512,1,31.0,2887729483,Benign
4996096,172.31.67.64,52793,142176.33042096902,1588.5623510722796,1259,1,40.0,2887729984,Benign
3630999,172.31.66.25,65176,356877.32342007436,7434.9442379182165,269,1,40.0,2887729689,Benign
4756816,96.231.60.219,59532,742.649295911864,4.626250652437409,3674682,10,1148.0,1625767131,Benign
5849397,103.5.183.173,62708,475.38228658879854,10.425050144491195,959228,5,286.0,1728427949,Benign
5378573,172.31.68.21,51881,2509.168114263656,42.89176263698557,46629,1,28.0,2887730197,Benign
1615394,172.31.67.15,55800,332103.3210332104,7380.073800738008,271,1,37.0,2887729935,Benign
1716455,93.89.68.40,61134,1139.3499683246257,14.45264230432929,830298,7,364.0,1566131240,Benign
2397103,172.31.64.60,55897,267379.67914438504,5347.593582887701,374,1,42.0,2887729212,Benign
6681817,172.31.66.46,49961,9.881228324131282,0.2582202523727687,116179888,16,442.0,2887729710,Benign
1031702,172.31.65.34,60075,2182.985553772071,28.535758872837526,140175,2,64.0,2887729442,Benign
1851220,172.31.64.100,51740,3377.2180881511163,36.426081074049016,192170,3,161.0,2887729252,Benign
3340393,172.31.66.105,54607,6661.397764480072,112.90504685559443,35428,2,90.0,2887729769,Benign
1511149,172.31.66.89,58952,60502.28310502282,570.7762557077625,3504,1,51.0,2887729753,Benign
695855,172.31.64.46,50639,16.019692874593467,0.27635049702802744,115794979,17,443.0,2887729198,Benign
3614022,172.31.66.20,51599,4726.686314852917,37.07204952825817,107898,2,68.0,2887729684,Benign
142859,192.168.10.5,59906,118.3263944628722,1.3686544049333271,8037091,5,717.0,3232238085,Benign
7471238,152.101.118.11,58564,1269.8947462467374,6.98000043741336,2148997,8,1148.0,2556786187,Benign
251972,192.168.10.12,33076,541.699655414748,1.273665313870813,10206763,6,2299.0,3232238092,Benign
3509533,172.31.66.124,54161,190099.0099009901,3960.39603960396,505,1,40.0,2887729788,Benign
6532300,204.62.193.124,57621,1826.7751785357966,11.044589954871805,1358131,8,1052.0,3426664828,Benign
3016994,23.217.149.21,443,688888.8888888889,88888.88888888889,45,3,31.0,400135445,Benign
2757866,172.31.65.112,64665,134803.92156862744,2450.9803921568628,816,1,41.0,2887729520,Benign
7694130,31.207.47.93,35784,1010.7108106464495,6.968234984087085,3157184,13,1460.0,533671773,Benign
4858451,200.57.131.236,62203,1194.0201858978733,7.000484783571262,2285556,9,1148.0,3359212524,Benign
3041433,172.31.65.45,61865,102461.36233543216,1144.8196908986833,1747,1,45.0,2887729453,Benign
3666867,175.195.219.31,56843,961.538120247991,5.324131341351002,2817361,8,1128.0,2948848415,Benign
696883,172.31.64.46,51197,10868.612746663803,48.053684445587685,353771,9,522.0,2887729198,Benign
6482235,172.31.65.79,51243,841.7554598500672,2.7431509399210756,5103620,8,349.0,2887729487,Benign
2263275,172.31.64.44,53064,287313.4328358209,11194.029850746268,268,3,77.0,2887729196,Benign
156567,23.208.162.98,443,3.7E7,2000000.0,1,1,0.0,399549026,Benign
4412674,172.31.66.97,51292,266094.42060085834,4291.845493562232,466,1,38.0,2887729761,Benign
5881261,172.31.69.5,55685,250000.0,5000.0,400,1,42.0,2887730437,Benign
4416612,172.31.66.97,55671,309050.77262693155,4415.0110375275935,453,1,46.0,2887729761,Benign
1794704,172.31.67.81,50009,49.78598461538566,0.3838375231118169,44289573,8,435.0,2887730001,Benign
5745234,172.31.69.23,53253,145.55874303144785,1.9381989751191457,5159429,6,599.0,2887730455,Benign
5139605,172.31.67.91,60398,139650.8728179551,1662.5103906899417,1203,1,41.0,2887730011,Benign
1786184,172.31.67.80,51365,5461.739954299726,55.73204034999721,35886,1,57.0,2887730000,Benign
5581711,172.31.69.10,59766,5292.805565006995,75.61150807152849,52902,2,76.0,2887730442,Benign
2472520,212.92.115.147,36523,1365.4601254310353,6.596425726719977,3031945,9,1349.0,3562828691,Benign
4273426,185.222.56.82,19745,1709.6645515895846,9.452623764778389,1586861,8,1132.0,3118348370,Benign
3378339,172.31.66.108,61984,817518.2481751825,7299.270072992701,274,1,88.0,2887729772,Benign
4205722,172.31.66.7,53562,80.55251086243665,0.7936207966742528,10080381,4,426.0,2887729671,Benign
1103154,172.31.65.81,50747,30061.73971514151,35.59033084065177,7361550,95,5892.0,2887729489,Benign
4934218,172.31.67.58,56572,89583.33333333331,2083.3333333333335,960,1,35.0,2887729978,Benign
2636029,172.31.64.87,51097,912798.8748241912,9845.288326300984,711,3,161.0,2887729239,Benign
2337396,172.31.64.4,56046,75976.23089983022,848.8964346349745,2356,1,40.0,2887729156,Benign
1363076,172.31.66.49,60054,7445.008460236887,104.12599245086555,38415,2,72.0,2887729713,Benign
5470791,172.31.68.30,62890,9202.45398773006,204.49897750511246,19560,2,60.0,2887730206,Benign
3682366,172.31.66.28,65492,8263.46339890358,80.61915511125443,49616,2,98.0,2887729692,Benign
5858882,23.217.19.241,443,3875000.0,375000.0,8,3,31.0,400102385,Benign
4574071,196.25.125.65,443,569230.7692307692,46153.846153846156,65,2,37.0,3290004801,Benign
5416444,172.31.68.25,59548,1945.8314852703415,19.07677926735629,209679,2,76.0,2887730201,Benign
2680828,172.31.64.92,50514,359712.23021582735,7194.244604316547,278,1,42.0,2887729244,Benign
2367380,172.31.64.58,58513,448484.8484848485,6060.606060606061,330,1,42.0,2887729210,Benign
7381361,172.31.65.105,50361,3.126336959964369,0.11099421159636813,54056873,5,123.0,2887729513,Benign
3619045,172.31.66.20,55137,260553.1295487627,2911.208151382824,687,1,40.0,2887729684,Benign
3950390,172.31.66.5,51958,969.1565787812171,2.794468419625063,5725597,9,348.0,2887729669,Benign
4553594,212.92.114.68,53757,145.79298860447608,1.114544142953767,18841784,8,1128.0,3562828356,Benign
4250474,212.92.114.68,60880,1203.8005733677674,4.80767723345349,4784015,10,1832.0,3562828356,Benign
6606286,172.31.66.118,50801,11340.081846052008,42.07302193687364,356523,9,515.0,2887729782,Benign
1323570,172.31.66.42,53908,7299.072747425049,108.13441107296369,36991,2,68.0,2887729706,Benign
4140851,172.31.66.74,61779,659003.8314176245,7662.835249042146,261,1,38.0,2887729738,Benign
4334137,172.31.66.8,59985,143726.23574144483,1520.912547528517,1315,1,37.0,2887729672,Benign
6136526,172.31.64.32,61287,331210.19108280254,6369.426751592357,314,1,36.0,2887729184,Benign
5933212,172.31.69.8,53682,9962.049335863378,158.12776723592663,12648,1,31.0,2887730440,Benign
1239601,172.31.66.120,51110,203846.15384615387,11538.461538461539,260,3,53.0,2887729784,Benign
2387310,172.31.64.60,62328,16430.85349155637,152.13753232922562,13146,1,44.0,2887729212,Benign
526070,192.168.10.16,36006,9326.122858715717,129.52948414882937,30881,1,42.0,3232238096,Benign
6076749,172.31.64.21,50751,9.965688308470256,0.25997447761226755,115395943,16,444.0,2887729173,Benign
1853067,172.31.64.100,52496,80.06780274626763,0.44261652299690457,65519470,14,1623.0,2887729252,Benign
1285083,172.31.66.22,64489,268181.8181818182,4545.454545454545,440,1,51.0,2887729686,Benign
3360207,172.31.66.107,60887,201716.7381974249,4291.845493562232,466,1,39.0,2887729771,Benign
6730162,125.163.172.153,62133,677.5489470088038,9.301094309518954,1397685,7,364.0,2107878553,Benign
6784893,212.92.116.6,52006,610.1691505853134,4.097595028350701,5369003,11,1682.0,3562828806,Benign
5657085,172.31.69.16,50347,241.105046464019,0.5131896409181291,116915844,25,2519.0,2887730448,Benign
1147292,172.31.65.88,62274,263473.0538922156,5988.023952095808,334,1,36.0,2887729496,Benign
6443541,151.101.34.2,443,1148148.148148148,111111.11111111111,27,3,31.0,2539987458,Benign
5247483,172.31.68.12,56044,137130.8016877637,2109.704641350211,948,1,51.0,2887730188,Benign
7882313,172.31.67.95,49248,475669.09975669096,8515.81508515815,822,3,148.0,2887730015,Benign
5572834,172.31.69.10,53083,392857.1428571429,15306.122448979593,196,3,77.0,2887730442,Benign
829167,172.31.64.76,52524,758064.5161290322,5376.344086021506,372,1,77.0,2887729228,Benign
7622879,200.164.89.146,53678,1799.303388963172,29.713266973703757,302895,5,373.0,3366214034,Benign
2572448,172.31.64.81,50659,501282.0512820513,8974.358974358975,780,3,148.0,2887729233,Benign
304186,192.168.10.3,60757,2877.767238468835,32.153823893506534,62201,0,0.0,3232238083,Benign
6979709,172.31.67.23,50651,563.9950261328853,3.179793915882736,5975230,10,361.0,2887729943,Benign
4843367,172.31.67.48,52276,8988.47320098469,39.62006994263014,378596,9,525.0,2887729968,Benign
6628262,141.105.71.81,52401,597.7241670408966,4.09565128564903,4150744,10,1052.0,2372486993,Benign
7727524,172.31.67.19,49700,257.04419575351267,0.45013521807157353,117742398,23,903.0,2887729939,Benign
585151,212.92.116.6,54617,1204.3202811353312,7.469939717586479,2409658,9,1262.0,3562828806,Benign
576688,204.101.207.58,59579,2300.6742686991956,12.645699534806866,1186174,8,1148.0,3429224250,Benign
458724,192.168.10.5,56911,7775.050653137198,98.83538965852374,60707,3,108.0,3232238085,Benign
6731694,172.31.66.79,50205,8012.01802704056,33.12361538416574,513229,10,515.0,2887729743,Benign
4320724,172.31.66.8,62458,264935.06493506493,5194.805194805195,385,1,35.0,2887729672,Benign
674848,172.31.64.35,64366,240786.24078624076,4914.004914004914,407,1,33.0,2887729187,Benign
2546160,172.31.64.79,54095,165951.35908440631,2861.230329041488,699,1,44.0,2887729231,Benign
343557,192.168.10.19,52423,1021834.0611353711,17467.248908296944,229,1,41.0,3232238099,Benign
2885457,172.31.65.30,49672,2567.657782570739,38.51486673856108,77892,2,74.0,2887729438,Benign
7007828,77.72.83.21,1821,810.398182826614,5.552909757377041,3061458,10,1052.0,1296585493,Benign
7538134,46.17.97.4,11974,1930.5441353117715,10.93104574885558,1646686,10,1452.0,772890884,Benign
6621154,172.31.66.121,50124,71.61450514500713,0.273142331899908,117155037,17,1295.0,2887729785,Benign
6054200,172.31.64.15,59171,1680.1722176523097,35.003587867756444,114274,2,80.0,2887729167,Benign
5794598,212.92.116.6,54247,1366.8811463672885,6.2399667902399045,3044888,9,1349.0,3562828806,Benign
265362,192.168.10.3,61031,3.484359585161326,0.0339937520503544,117668682,1,50.0,3232238083,Benign
3244748,172.31.65.8,63311,454849.4983277592,6688.963210702341,299,1,44.0,2887729416,Benign
4941231,172.31.67.60,50859,498168.4981684981,7326.007326007325,273,1,52.0,2887729980,Benign
2449061,212.92.116.6,63556,1268.1290348605226,6.723016752076992,2379884,8,1144.0,3562828806,Benign
7888566,172.31.67.98,49550,796319.018404908,8588.957055214723,815,3,161.0,2887730018,Benign
7566523,172.31.65.52,49737,53.94893897404579,1.3158277798547753,6079823,4,97.0,2887729460,Benign
7089517,172.31.67.76,50065,3512.801459163683,38.60221383696355,103621,2,80.0,2887729996,Benign
7710617,204.101.207.58,62177,1109.9758725654963,6.101003330334351,2458612,8,1148.0,3429224250,Benign
3197524,172.31.65.82,56048,80662.98342541436,1104.9723756906078,1810,1,34.0,2887729490,Benign
3532958,172.31.66.13,49792,560606.0606060605,7575.757575757575,264,1,42.0,2887729677,Benign
2593841,172.31.64.83,65249,35915.85428424833,513.083632632119,3898,1,39.0,2887729235,Benign
5542093,80.211.130.33,55349,1586.813457162187,8.786342509203694,1707195,8,1128.0,1356038689,Benign
4365768,172.31.66.94,54675,9.890353679822292,0.258233777541052,116173803,16,443.0,2887729758,Benign
330062,192.168.10.15,55638,101.53807285476805,0.4803125489818735,62459330,15,803.0,3232238095,Benign
7778283,172.31.67.4,49452,74.49500111288263,1.8169512466556739,4402980,4,97.0,2887729924,Benign
6018553,212.92.114.68,52997,1762.318191923371,9.324434877901433,2037657,10,2162.0,3562828356,Benign
6059050,172.31.64.18,50225,9.941961508719112,0.25935551761875947,115671339,16,444.0,2887729170,Benign
4878323,172.31.67.53,49960,12475.583887126444,37.92794232785455,369121,7,778.0,2887729973,Benign
524006,192.168.10.16,55274,1619047.619047619,19047.619047619046,210,1,46.0,3232238096,Benign
475902,192.168.10.15,59695,4172.869826021756,65.20109103158994,92023,3,102.0,3232238095,Benign
3679675,172.31.66.28,50799,187898.08917197448,1273.8853503184714,1570,1,35.0,2887729692,Benign
1229750,172.31.66.114,62276,183465.45866364663,2265.0056625141565,883,1,30.0,2887729778,Benign
1684917,172.31.67.41,51919,280.9802699166718,35.12253373958397,113887,2,1.0,2887729961,Benign
2182108,23.36.33.237,443,3.1E7,2000000.0,1,2,31.0,388243949,Benign
6432688,172.31.65.68,51768,10824.820856837932,152.46226558926665,26236,2,80.0,2887729476,Benign
5460436,172.31.68.30,54314,215447.1544715447,12195.121951219511,246,3,53.0,2887730206,Benign
5805043,172.31.69.28,51793,106.01838624495556,0.4278856168389328,51415610,12,1635.0,2887730460,Benign
453886,192.168.10.9,49610,964102.564102564,20512.82051282051,195,1,39.0,3232238089,Benign
5617592,172.31.69.12,56395,169902.91262135922,2427.1844660194174,824,1,30.0,2887730444,Benign
943340,172.31.65.123,58394,1000000.0,7299.270072992701,274,1,73.0,2887729531,Benign
1529082,172.31.67.101,53079,171021.37767220906,4750.593824228029,421,1,28.0,2887730021,Benign
863809,172.31.64.95,62780,662420.3821656051,6369.426751592357,314,1,40.0,2887729247,Benign
6920076,93.184.216.180,443,3.1E7,2000000.0,1,2,31.0,1572395188,Benign
2900639,172.31.65.32,53051,41.70035258774352,0.2615235545660629,118536168,16,1100.0,2887729440,Benign
1713052,173.167.113.37,52389,1006.6979164783795,6.271111975130983,2710843,10,1148.0,2913431845,Benign
3355006,172.31.66.107,50742,5824.1955779255795,71.90364911019235,55630,2,60.0,2887729771,Benign
3541440,172.31.66.13,58536,220713.07300509335,3395.585738539898,589,1,51.0,2887729677,Benign
6666714,172.31.66.19,57451,3751.8894407255457,53.984020729863964,74096,2,80.0,2887729683,Benign
956893,37.46.246.28,53338,1302.7251432685082,7.213317515329503,2079487,8,1128.0,623834652,Benign
1090646,172.31.65.76,51155,709.4896568826255,1.8233874585107377,10420166,8,814.0,2887729484,Benign
7265568,212.92.115.147,46231,367.34741476827315,1.9436371151760483,9260988,9,1821.0,3562828691,Benign
2320516,172.31.64.4,49804,681.3467674046082,3.6285715039703166,6062992,10,646.0,2887729156,Benign
2059226,172.31.64.11,52515,142.68265041667703,1.8999021360409725,5263429,6,599.0,2887729163,Benign
7436050,94.56.10.122,31068,1159.9468524168465,6.37566976410872,2352694,8,1148.0,1580731002,Benign
3139393,172.31.65.71,59697,70947.28497820055,792.7070947284979,2523,1,40.0,2887729479,Benign
1897196,172.31.64.103,51959,3.1840393190044534,0.1130428160593297,53077234,5,123.0,2887729255,Benign
3200280,172.31.65.84,51048,211538.46153846153,8241.758241758242,364,3,77.0,2887729492,Benign
6368149,213.230.16.197,62046,961.5555609545825,5.009406412891807,3992489,11,1261.0,3588624581,Benign
4542216,172.31.67.120,62323,1587.4590733207658,19.843238416509575,201580,2,66.0,2887730040,Benign
4022291,172.31.66.65,51296,18.17576429088843,0.1666736752947128,119994954,11,1142.0,2887729729,Benign
1614238,212.130.116.47,53234,711.3664047896411,4.431377384178783,3836279,10,1148.0,3565319215,Benign
4808702,172.31.67.45,54044,446969.69696969696,7575.757575757575,264,1,51.0,2887729965,Benign
2865404,172.31.65.27,51685,24.688524906488194,0.2778870197001837,115154713,17,901.0,2887729435,Benign
26914,192.168.10.3,62288,6210.786488370619,63.37537233031244,31558,0,0.0,3232238083,Benign
4480439,172.31.67.113,51750,10.729449192926843,0.26888676231263714,115290168,16,354.0,2887730033,Benign
1714269,172.31.67.50,49587,53.32824690674287,0.49136305816751275,65124961,15,1809.0,2887729970,Benign
6817829,172.31.66.9,50380,74.51998515401205,0.5500860105317967,119981237,29,5864.0,2887729673,Benign
7345453,5.39.216.253,18184,887.8704717366286,6.6115083219606205,3630034,15,1492.0,86497533,Benign
88426,192.168.10.5,55481,0.033314678593973086,0.06662935718794617,90050396,2,2.0,3232238085,Benign
2178454,172.217.15.65,443,3.8E7,2000000.0,1,2,38.0,2899906369,Benign
4366081,172.31.66.94,55065,218559.21855921857,2442.002442002442,819,1,40.0,2887729758,Benign
2437331,172.31.64.69,56489,704918.0327868853,5464.48087431694,366,1,65.0,2887729221,Benign
3693419,172.31.66.29,53720,21.24811055778174,0.2765105887958583,115727937,17,883.0,2887729693,Benign
4789685,172.31.67.42,51574,165236.0515021459,6437.768240343347,466,3,77.0,2887729962,Benign
6320934,212.92.114.68,62127,1050.2374039640697,5.5027408890333,3816280,10,1371.0,3562828356,Benign
6116537,172.31.64.31,51273,9.966118749390063,0.25998570650582775,115390959,16,444.0,2887729183,Benign
1340865,172.31.66.43,56622,100946.37223974764,1577.2870662460568,1268,1,38.0,2887729707,Benign
6760303,172.31.66.83,57270,102774.9229188078,2055.498458376156,973,1,36.0,2887729747,Benign
4553784,144.21.81.16,57680,1349.5370084191527,8.40678971899069,2022175,10,1148.0,2417316112,Benign
4572843,172.31.67.126,50344,71.63492470297075,0.2836175783081025,116353860,14,1070.0,2887730046,Benign
564086,172.31.64.115,58698,5876.35176494593,81.61599673536013,24505,1,44.0,2887729267,Benign
6686273,172.31.66.46,51744,58.211556758213135,0.3466005165716769,115406637,21,797.0,2887729710,Benign
2288572,172.31.64.45,56285,112040.13377926422,1672.2408026755852,1196,1,39.0,2887729197,Benign
5001001,172.31.67.66,58437,7189.519892157202,69.12999896305001,28931,1,45.0,2887729986,Benign
7815068,125.212.129.86,51469,557.6562782802663,11.006373913426309,817708,5,286.0,2111078742,Benign
2380240,204.11.75.42,50270,1862.0690596312436,10.234897726078657,1465574,8,1148.0,3423292202,Benign
6311633,172.31.65.117,50047,12.479319614003488,0.294038022783173,115631304,18,610.0,2887729525,Benign
3558330,172.31.66.14,54221,104272.26647356988,1448.225923244026,1381,1,44.0,2887729678,Benign
3854499,172.31.66.51,52908,91.52735587682224,2.5533382540744403,5091374,7,319.0,2887729715,Benign
2297887,199.247.10.78,61781,1601.0372421561494,8.800131415295802,1704520,8,1148.0,3354856014,Benign
2436633,172.31.64.69,58116,206557.37704918033,3278.688524590164,610,1,35.0,2887729221,Benign
6691028,172.31.66.46,54178,222222.22222222228,2222.222222222222,900,1,36.0,2887729710,Benign
2748568,212.92.115.147,8032,1355.5460487698108,7.461721369375105,2010260,8,1144.0,3562828691,Benign
